"2021-03-01","AED",3.673041
"2021-03-01","AFN",77.497428
"2021-03-01","ALL",102.176637
"2021-03-01","AMD",524.618468
"2021-03-01","ANG",1.794491
"2021-03-01","AOA",635.95
"2021-03-01","ARS",89.707653
"2021-03-01","AUD",1.290839
"2021-03-01","AWG",1.8
"2021-03-01","AZN",1.700805
"2021-03-01","BAM",1.615
"2021-03-01","BBD",2
"2021-03-01","BDT",84.770529
"2021-03-01","BGN",1.614077
"2021-03-01","BHD",0.377202
"2021-03-01","BIF",1950.484012
"2021-03-01","BMD",1
"2021-03-01","BND",1.329518
"2021-03-01","BOB",6.893001
"2021-03-01","BRL",5.6049
"2021-03-01","BSD",1
"2021-03-01","BTC",2.1578766e-05
"2021-03-01","BTN",73.132425
"2021-03-01","BWP",10.985847
"2021-03-01","BYN",2.605281
"2021-03-01","BZD",2.015128
"2021-03-01","CAD",1.26953
"2021-03-01","CDF",1982.238511
"2021-03-01","CHF",0.907621
"2021-03-01","CLF",0.026235
"2021-03-01","CLP",723.8987
"2021-03-01","CNH",6.47474
"2021-03-01","CNY",6.4752
"2021-03-01","COP",3615.344823
"2021-03-01","CRC",611.706064
"2021-03-01","CUC",1
"2021-03-01","CUP",25.75
"2021-03-01","CVE",91.35
"2021-03-01","CZK",21.66125
"2021-03-01","DJF",177.970974
"2021-03-01","DKK",6.149747
"2021-03-01","DOP",57.813121
"2021-03-01","DZD",132.974131
"2021-03-01","EGP",15.6793
"2021-03-01","ERN",14.999786
"2021-03-01","ETB",40.340122
"2021-03-01","EUR",0.826997
"2021-03-01","FJD",2.00285
"2021-03-01","FKP",0.714916
"2021-03-01","GBP",0.714916
"2021-03-01","GEL",3.33102
"2021-03-01","GGP",0.714916
"2021-03-01","GHS",5.748365
"2021-03-01","GIP",0.714916
"2021-03-01","GMD",51.25
"2021-03-01","GNF",10146.105477
"2021-03-01","GTQ",7.700241
"2021-03-01","GYD",209.150881
"2021-03-01","HKD",7.75665
"2021-03-01","HNL",24.080954
"2021-03-01","HRK",6.270148
"2021-03-01","HTG",76.009053
"2021-03-01","HUF",299.693137
"2021-03-01","IDR",14278.03411
"2021-03-01","ILS",3.31348
"2021-03-01","IMP",0.714916
"2021-03-01","INR",73.93705
"2021-03-01","IQD",1458.581675
"2021-03-01","IRR",42105
"2021-03-01","ISK",127.11
"2021-03-01","JEP",0.714916
"2021-03-01","JMD",150.791084
"2021-03-01","JOD",0.709
"2021-03-01","JPY",106.492
"2021-03-01","KES",109.8
"2021-03-01","KGS",84.607693
"2021-03-01","KHR",4071.471037
"2021-03-01","KMF",405.049824
"2021-03-01","KPW",900
"2021-03-01","KRW",1124.87
"2021-03-01","KWD",0.30278
"2021-03-01","KYD",0.833086
"2021-03-01","KZT",417.616438
"2021-03-01","LAK",9341.248385
"2021-03-01","LBP",1511.755367
"2021-03-01","LKR",194.443805
"2021-03-01","LRD",173.425037
"2021-03-01","LSL",14.995954
"2021-03-01","LYD",4.440811
"2021-03-01","MAD",8.941158
"2021-03-01","MDL",17.465854
"2021-03-01","MGA",3721.777447
"2021-03-01","MKD",50.877762
"2021-03-01","MMK",1409.590367
"2021-03-01","MNT",2852.426165
"2021-03-01","MOP",7.986606
"2021-03-01","MRO",356.999828
"2021-03-01","MRU",36.009546
"2021-03-01","MUR",39.85
"2021-03-01","MVR",15.406871
"2021-03-01","MWK",781.083993
"2021-03-01","MXN",20.78428
"2021-03-01","MYR",4.0555
"2021-03-01","MZN",74.87
"2021-03-01","NAD",14.53
"2021-03-01","NGN",381.08
"2021-03-01","NIO",34.889848
"2021-03-01","NOK",8.620014
"2021-03-01","NPR",117.011825
"2021-03-01","NZD",1.375061
"2021-03-01","OMR",0.385104
"2021-03-01","PAB",1
"2021-03-01","PEN",3.647443
"2021-03-01","PGK",3.555068
"2021-03-01","PHP",48.675562
"2021-03-01","PKR",157.75443
"2021-03-01","PLN",3.736677
"2021-03-01","PYG",6620.368962
"2021-03-01","QAR",3.640673
"2021-03-01","RON",4.0322
"2021-03-01","RSD",97.065347
"2021-03-01","RUB",74.4841
"2021-03-01","RWF",992.99689
"2021-03-01","SAR",3.75045
"2021-03-01","SBD",7.984627
"2021-03-01","SCR",21.133026
"2021-03-01","SDG",375.5
"2021-03-01","SEK",8.4186
"2021-03-01","SGD",1.330232
"2021-03-01","SHP",0.714916
"2021-03-01","SLL",10197.25017
"2021-03-01","SOS",578.345208
"2021-03-01","SRD",14.154
"2021-03-01","SSP",130.26
"2021-03-01","STD",20337.466992
"2021-03-01","STN",20.5
"2021-03-01","SVC",8.747853
"2021-03-01","SYP",512.723906
"2021-03-01","SZL",14.988687
"2021-03-01","THB",30.425515
"2021-03-01","TJS",11.391696
"2021-03-01","TMT",3.51
"2021-03-01","TND",2.714035
"2021-03-01","TOP",2.272027
"2021-03-01","TRY",7.40588
"2021-03-01","TTD",6.785655
"2021-03-01","TWD",27.871
